Season,TeamName,Tempo,RankTempo,AdjTempo,RankAdjTempo,OE,RankOE,AdjOE,RankAdjOE,DE,RankDE,AdjDE,RankAdjDE,AdjEM,RankAdjEM
2014,"South Carolina St.",66.7655,161,64.5852,180,91.6727,347,91.5102,348,108.509,264,112.652,312,-21.1419,344
2014,"South Dakota",66.2945,185,65.5338,129,100.517,256,101.738,232,109.584,279,108.865,246,-7.12671,255
2014,"South Dakota St.",66.7685,160,65.4556,133,107.083,115,106.98,137,104.114,152,104.206,153,2.77387,140
2014,"South Florida",66.2894,187,63.8628,222,97.9154,289,102.402,223,105.719,195,104.301,155,-1.89968,191
2014,"Southeast Missouri St.",70.988,22,68.9973,20,112.339,36,108.437,118,110.524,306,113.661,323,-5.22412,226
2014,"Southeastern Louisiana",66.3581,180,63.1716,255,101.617,238,98.6853,280,109.447,274,112.84,317,-14.1549,312
2014,Southern,67.6765,117,65.6366,122,99.7701,264,97.6038,297,94.3229,14,100.187,83,-2.58333,198
2014,"Southern Illinois",63.0765,324,61.466,316,104.457,173,106.133,157,105.863,202,105.961,187,0.171609,165
2014,"Southern Miss",64.7558,262,62.9098,265,108.737,77,110.911,73,98.1597,42,99.4021,69,11.5087,64
2014,"Southern Utah",64.6116,267,64.1557,209,88.9789,350,87.4322,351,115.332,342,114.577,330,-27.1448,351
2014,"St. Bonaventure",68.2511,98,65.7881,117,107.741,98,111.156,69,102.652,112,102.402,118,8.75319,84
2014,"St. Francis NY",66.8675,154,65.0014,158,101.473,239,98.8501,278,99.4687,62,101.502,107,-2.65223,199
2014,"St. Francis PA",63.175,320,61.1464,326,97.4994,294,96.3669,308,109.898,290,111.128,279,-14.7614,314
2014,"St. John's",67.3609,131,66.6396,78,106.092,141,108.467,116,98.3869,46,95.3689,30,13.0984,54
2014,Stanford,67.0632,145,65.2643,147,107.798,96,112.442,54,101.203,96,96.3809,40,16.0608,34
2014,"Stephen F. Austin",64.9281,251,61.1915,323,115.34,10,112.303,58,97.9241,38,101.476,105,10.8266,70
2014,Stetson,64.0164,289,61.278,320,95.8582,319,94.4664,326,112.514,326,114.489,329,-20.0231,335
2014,"Stony Brook",65.8757,203,64.3592,193,106.58,128,105.402,173,99.3544,61,105.397,173,0.00493893,169
2014,Syracuse,60.4763,347,59.5879,344,111.379,44,114.631,28,97.2208,28,93.0141,13,21.6172,18
2014,TCU,66.37,179,63.8087,224,95.2154,325,99.3926,271,109.265,271,103.735,146,-4.34261,212
2014,Temple,68.396,91,66.3453,94,105.928,143,110.737,76,112.26,323,109.061,249,1.6762,150
2014,Tennessee,62.7737,328,61.6449,313,113.315,23,117.883,15,98.116,41,94.1938,19,23.6893,10
2014,"Tennessee Martin",70.5388,28,67.4446,56,104.507,172,103.171,211,116.426,346,118.567,346,-15.3963,318
2014,"Tennessee St.",66.0939,196,63.1707,256,101.827,233,101.852,231,113.491,335,113.56,322,-11.7076,288
2014,"Tennessee Tech",68.4109,89,66.2311,99,102.47,216,100.217,263,107.648,246,108.495,236,-8.27857,268
2014,Texas,69.0988,63,66.8135,70,107.072,116,111.812,61,102.247,108,97.2892,53,14.5228,41
2014,"Texas A&M",64.0647,287,61.7924,311,98.9261,281,101.352,239,96.3817,24,95.9423,34,5.40945,110
2014,"Texas A&M Corpus Chris",63.3701,314,60.4871,336,108.311,85,105.163,180,107.491,242,110.629,272,-5.46644,230
2014,"Texas Pan American",66.2944,186,64.052,215,95.3538,322,93.7221,333,104.966,175,106.523,200,-12.8011,295
2014,"Texas Southern",67.6464,120,65.6818,120,109.254,72,106.65,142,106.824,226,114.136,326,-7.48591,259
2014,"Texas St.",63.2671,317,61.0977,327,95.282,324,94.9374,321,104.852,172,104.349,157,-9.41128,277
2014,"Texas Tech",63.5671,307,59.9033,340,107.009,119,111.443,64,107.521,243,102.429,120,9.01374,80
2014,"The Citadel",65.553,222,63.4953,240,97.2808,298,96.278,309,114.062,336,118.519,345,-22.2412,345
2014,Toledo,68.3527,92,66.9642,65,113.864,19,115.035,26,106.817,225,109.065,250,5.96921,104
2014,Towson,65.0424,249,63.9389,220,110.939,50,110.63,79,105.178,180,107.175,214,3.45494,130
2014,Troy,65.0592,248,63.3344,248,101.2,246,101.931,228,106.261,210,108.755,245,-6.82471,250
2014,Tulane,63.5411,308,61.911,306,99.1639,279,99.7381,268,109.372,272,111.149,280,-11.4109,285
2014,Tulsa,68.7114,72,66.7695,72,105.132,163,106.087,159,97.3689,31,97.1547,51,8.9318,82
2014,UAB,69.057,65,66.7535,73,103.192,206,104.087,197,100.682,85,103.07,131,1.01682,156
2014,"UC Davis",66.4706,171,64.8103,166,101.229,244,101.27,241,115.618,343,116.43,337,-15.1604,316
2014,"UC Irvine",64.9157,252,62.8377,269,104.927,164,103.899,199,96.3449,23,95.7349,31,8.16387,90
2014,"UC Riverside",67.1108,143,65.8359,114,97.9206,288,98.681,281,105.508,188,107.68,223,-8.99936,273
2014,"UC Santa Barbara",63.1284,321,62.0977,298,110.298,56,110.606,81,104.025,146,104.353,158,6.25309,102
2014,UCF,67.4754,128,66.3086,96,103.664,193,107.143,135,108.226,257,106.098,190,1.04537,155
2014,UCLA,70.0747,36,68.4101,33,115.116,12,118.67,11,99.9032,69,96.1442,37,22.5258,14
2014,"UMass Lowell",64.5505,273,62.6756,280,93.9255,334,95.3484,318,108.145,256,111.39,285,-16.0413,322
2014,UMBC,68.0225,107,66.5786,84,93.3883,338,92.6121,340,104.398,158,108.686,242,-16.0739,323
2014,UMKC,71.1647,18,68.3102,35,97.4835,295,98.4129,286,107.043,232,107.357,218,-8.94411,272
2014,"UNC Asheville",70.2695,33,68.9551,21,108.39,83,106.7,141,110.526,307,112.45,306,-5.7504,235
2014,"UNC Greensboro",70.3319,30,68.8353,24,96.5772,311,93.9474,331,105.758,197,108.944,247,-14.9967,315
2014,"UNC Wilmington",64.2698,279,62.2396,296,95.4476,320,95.9814,313,107.193,236,105.652,180,-9.67047,280
2014,UNLV,66.5479,167,65.2208,150,106.437,132,108.158,121,98.0637,39,99.0043,62,9.15328,79
2014,USC,70.5442,27,68.3503,34,98.8271,283,103.493,203,106.488,218,101.961,112,1.53248,151
2014,"USC Upstate",66.4537,173,64.1982,207,107.126,112,104.962,185,103.149,125,104.859,165,0.102706,167
2014,"UT Arlington",70.0702,37,68.1529,40,104.775,166,105.904,164,110.29,303,110.321,266,-4.41726,215
2014,Utah,65.8173,207,63.6449,230,107.665,101,110.702,77,98.7065,54,95.8943,33,14.8074,40
2014,"Utah St.",62.8844,326,62.167,297,108.234,87,109.808,94,105.938,205,105.328,172,4.47997,121
2014,"Utah Valley",63.3056,316,61.0781,329,103.219,205,102.817,218,104.422,160,106.011,189,-3.1936,204
2014,UTEP,64.7588,261,62.981,262,105.382,156,105.303,175,98.6582,52,99.2858,65,6.01713,103
